,Oppositionteam,Team,city,conceded,date,dots,economyRate,foursConceded,fullName,maidens,media,name,noballs,overs,sixesConceded,wickets,wides
2,West,West,Bridgetown,34,2014-03-13,12,8.50,4,Sunil Narine,0,,SP Narine,0,4,1,1,1
3,West,West,Bridgetown,35,2014-03-13,8,11.66,1,Dwayne Bravo,0,,DJ Bravo,0,3,4,0,0
4,West,West,Bridgetown,11,2014-03-13,1,11.00,0,Andre Russell,0,,AD Russell,0,1,1,0,0
5,West,West,Bridgetown,14,2014-03-13,5,7.00,2,Daren Sammy,0,,DJG Sammy,0,2,0,0,0
6,West,West,Bridgetown,7,2014-03-13,6,3.50,0,Marlon Samuels,0,,MN Samuels,0,2,0,0,0
0,West,West,Bridgetown,38,2014-03-13,11,9.50,4,Jade Dernbach,1,,JW Dernbach,0,4,2,1,1
1,West,West,Bridgetown,39,2014-03-13,10,9.75,7,Chris Jordan,0,,CJ Jordan,0,4,0,3,2
2,West,West,Bridgetown,32,2014-03-13,6,8.00,3,Stephen Parry,0,,SD Parry,0,4,1,0,0
3,West,West,Bridgetown,18,2014-03-13,14,4.50,2,James Tredwell,0,,JC Tredwell,0,4,0,0,0
4,West,West,Bridgetown,28,2014-03-13,10,7.00,3,Ravi Bopara,0,,RS Bopara,0,4,1,2,0
0,Australia,Australia,Centurion,16,2014-03-14,16,4.00,0,Mitchell Starc,1,,MA Starc,0,4,1,2,1
1,Australia,Australia,Centurion,33,2014-03-14,9,8.25,1,Nathan Coulter-Nile,0,,NM Coulter-Nile,1,4,2,0,1
2,Australia,Australia,Centurion,19,2014-03-14,14,4.75,2,Glenn Maxwell,0,,GJ Maxwell,0,4,0,2,1
3,Australia,Australia,Centurion,15,2014-03-14,9,5.00,2,Moises Henriques,0,,MC Henriques,0,3,0,1,0
4,Australia,Australia,Centurion,31,2014-03-14,8,7.75,1,Brad Hogg,0,,GB Hogg,0,4,2,2,0
5,Australia,Australia,Centurion,11,2014-03-14,0,11.00,0,Shane Watson,0,,SR Watson,0,1,1,0,0
0,Australia,Australia,Centurion,27,2014-03-14,2,13.50,2,Jean-Paul Duminy,0,,JP Duminy,0,2,2,0,0
1,Australia,Australia,Centurion,19,2014-03-14,3,9.50,2,Lonwabo Tsotsobe,0,,LL Tsotsobe,0,2,0,0,0
2,Australia,Australia,Centurion,21,2014-03-14,6,7.00,3,Beuran Hendricks,0,,BE Hendricks,0,3,0,1,0
3,Australia,Australia,Centurion,15,2014-03-14,5,7.50,2,Wayne Parnell,0,,WD Parnell,0,2,0,1,1
4,Australia,Australia,Centurion,21,2014-03-14,7,5.25,1,Imran Tahir,0,,Imran Tahir,0,4,0,2,0
5,Australia,Australia,Centurion,26,2014-03-14,2,13.00,2,Albie Morkel,0,,JA Morkel,0,2,2,0,0
0,Bangladesh,Bangladesh,Dhaka,8,2014-03-16,9,4.00,1,Mashrafe Mortaza,0,,Mashrafe Mortaza,0,2,0,1,2
1,Bangladesh,Bangladesh,Dhaka,18,2014-03-16,7,9.00,2,Al-Amin Hossain,0,,Al-Amin Hossain,1,2,1,0,0
2,Bangladesh,Bangladesh,Dhaka,8,2014-03-16,14,2.52,1,Shakib Al Hasan,0,,Shakib Al Hasan,0,3.1,0,3,0
3,Bangladesh,Bangladesh,Dhaka,8,2014-03-16,18,2.00,0,Mahmudullah,1,,Mahmudullah,0,4,0,1,0
4,Bangladesh,Bangladesh,Dhaka,20,2014-03-16,12,5.00,2,Abdur Razzak,0,,Abdur Razzak,0,4,0,2,0
5,Bangladesh,Bangladesh,Dhaka,1,2014-03-16,5,1.00,0,Sabbir Rahman,0,,Sabbir Rahman,0,1,0,0,0
6,Bangladesh,Bangladesh,Dhaka,2,2014-03-16,5,2.00,0,Farhad Reza,0,,Farhad Reza,0,1,0,1,1
0,Bangladesh,Bangladesh,Dhaka,11,2014-03-16,12,3.66,0,Mohammad Nabi,0,,Mohammad Nabi,0,3,1,0,0
1,Bangladesh,Bangladesh,Dhaka,7,2014-03-16,2,7.00,1,Shapoor Zadran,0,,Shapoor Zadran,0,1,0,0,0
2,Bangladesh,Bangladesh,Dhaka,17,2014-03-16,5,8.50,1,Karim Sadiq,0,,Karim Sadiq,0,2,1,0,0
3,Bangladesh,Bangladesh,Dhaka,13,2014-03-16,6,6.50,1,Dawlat Zadran,0,,Dawlat Zadran,0,2,0,0,2
4,Bangladesh,Bangladesh,Dhaka,14,2014-03-16,12,4.66,1,Samiullah Shinwari,0,,Samiullah Shinwari,0,3,1,1,0
5,Bangladesh,Bangladesh,Dhaka,15,2014-03-16,0,15.00,3,Aftab Alam,0,,Aftab Alam,0,1,0,0,0
0,Hong,Hong,Chattogram,15,2014-03-16,5,7.50,2,Tanwir Afzal,0,,Tanwir Afzal,0,2,0,0,0
1,Hong,Hong,Chattogram,25,2014-03-16,13,6.25,2,Haseeb Amjad,0,,Haseeb Amjad,0,4,1,3,1
2,Hong,Hong,Chattogram,29,2014-03-16,5,9.66,4,Najeeb Amar,0,,Najeeb Amar,0,3,0,1,0
3,Hong,Hong,Chattogram,26,2014-03-16,10,6.50,2,Nadeem Ahmed,0,,Nadeem Ahmed,0,4,0,2,1
4,Hong,Hong,Chattogram,34,2014-03-16,9,8.50,4,Irfan Ahmed,0,,Irfan Ahmed,0,4,0,0,4
5,Hong,Hong,Chattogram,18,2014-03-16,8,6.00,2,Aizaz Khan,0,,Aizaz Khan,0,3,0,0,2
0,Hong,Hong,Chattogram,7,2014-03-16,8,3.50,1,Paras Khadka,0,,P Khadka,0,2,0,1,0
1,Hong,Hong,Chattogram,13,2014-03-16,11,4.33,2,Sompal Kami,0,,Sompal Kami,0,3,0,2,0
2,Hong,Hong,Chattogram,12,2014-03-16,7,6.00,2,Jitendra Mukhiya,0,,JK Mukhiya,0,2,0,1,0
3,Hong,Hong,Chattogram,14,2014-03-16,17,3.50,2,Basant Regmi,0,,B Regmi,0,4,0,3,0
4,Hong,Hong,Chattogram,9,2014-03-16,17,2.25,0,Shakti Gauchan,0,,SP Gauchan,0,4,0,3,0
5,Hong,Hong,Chattogram,13,2014-03-16,2,6.50,0,Sagar Pun,0,,Sagar Pun,0,2,0,0,0
0,Ireland,Ireland,Sylhet,24,2014-03-17,10,6.00,1,Paul Stirling,0,,PR Stirling,0,4,1,0,1
1,Ireland,Ireland,Sylhet,53,2014-03-17,6,13.25,4,Alex Cusack,0,,AR Cusack,0,4,4,1,0
2,Ireland,Ireland,Sylhet,11,2014-03-17,2,11.00,2,Max Sorensen,0,,MC Sorensen,0,1,0,0,0
3,Ireland,Ireland,Sylhet,18,2014-03-17,11,4.50,1,George Dockrell,0,,GH Dockrell,0,4,0,2,0
4,Ireland,Ireland,Sylhet,26,2014-03-17,8,6.50,1,Andy McBrine,0,,AR McBrine,0,4,1,2,0
5,Ireland,Ireland,Sylhet,26,2014-03-17,5,8.66,4,Kevin O'Brien,0,,KJ O'Brien,0,3,0,0,0
0,Ireland,Ireland,Sylhet,38,2014-03-17,3,9.50,3,Prosper Utseya,0,,P Utseya,0,4,1,0,1
1,Ireland,Ireland,Sylhet,17,2014-03-17,2,8.50,2,Tafadzwa Kamungozi,0,,TP Kamungozi,0,2,0,0,0
2,Ireland,Ireland,Sylhet,20,2014-03-17,12,5.00,2,Tendai Chatara,0,,TL Chatara,0,4,0,1,1
3,Ireland,Ireland,Sylhet,37,2014-03-17,11,9.25,6,Tinashe Panyangara,1,,T Panyangara,0,4,1,4,0
4,Ireland,Ireland,Sylhet,27,2014-03-17,8,6.75,1,Sean Williams,0,,SC Williams,0,4,1,1,1
5,Ireland,Ireland,Sylhet,20,2014-03-17,2,10.00,3,Hamilton Masakadza,0,,H Masakadza,0,2,0,0,0
0,Netherlands,Netherlands,Sylhet,19,2014-03-17,3,9.50,1,Michael Swart,0,,MR Swart,0,2,1,1,1
1,Netherlands,Netherlands,Sylhet,24,2014-03-17,13,6.00,4,Timm van der Gugten,0,,T van der Gugten,0,4,0,2,1
2,Netherlands,Netherlands,Sylhet,24,2014-03-17,7,8.00,3,Mudassar Bukhari,0,,Mudassar Bukhari,0,3,0,0,1
3,Netherlands,Netherlands,Sylhet,30,2014-03-17,5,10.00,3,Logan van Beek,0,,LV van Beek,0,3,0,0,3
4,Netherlands,Netherlands,Sylhet,13,2014-03-17,3,6.50,1,Pieter Seelaar,0,,PM Seelaar,0,2,0,0,0
5,Netherlands,Netherlands,Sylhet,16,2014-03-17,11,4.17,1,Ahsan Malik,0,,Ahsan Malik,0,3.5,0,3,0
6,Netherlands,Netherlands,Sylhet,18,2014-03-17,4,9.00,1,Tom Cooper,0,,TLW Cooper,0,2,1,2,0
0,Netherlands,Netherlands,Sylhet,39,2014-03-17,8,9.75,6,Manjula Guruge,0,,AM Guruge,0,4,1,0,0
1,Netherlands,Netherlands,Sylhet,38,2014-03-17,6,9.50,3,Shadeep Silva,0,,EHSN Silva,0,4,2,1,0
2,Netherlands,Netherlands,Sylhet,27,2014-03-17,10,6.75,1,Amjad Javed,0,,Amjad Javed,0,4,2,0,0
3,Netherlands,Netherlands,Sylhet,19,2014-03-17,12,4.75,2,Kamran Shazad,0,,Kamran Shazad,0,4,0,2,0
4,Netherlands,Netherlands,Sylhet,25,2014-03-17,5,8.82,4,Rohan Mustafa,0,,Rohan Mustafa,0,2.5,0,0,0
0,Afghanistan,Afghanistan,Chattogram,27,2014-03-18,10,6.75,4,Shapoor Zadran,0,,Shapoor Zadran,0,4,0,2,0
1,Afghanistan,Afghanistan,Chattogram,23,2014-03-18,5,11.50,3,Gulbadin Naib,0,,Gulbadin Naib,0,2,1,0,2
2,Afghanistan,Afghanistan,Chattogram,32,2014-03-18,9,8.00,1,Amir Hamza,0,,Amir Hamza,0,4,1,2,1
3,Afghanistan,Afghanistan,Chattogram,17,2014-03-18,10,5.66,1,Samiullah Shinwari,0,,Samiullah Shinwari,0,3,1,0,0
4,Afghanistan,Afghanistan,Chattogram,24,2014-03-18,11,8.00,2,Dawlat Zadran,0,,Dawlat Zadran,2,3,1,1,0
5,Afghanistan,Afghanistan,Chattogram,27,2014-03-18,10,6.75,3,Mohammad Nabi,0,,Mohammad Nabi,0,4,0,2,1
0,Afghanistan,Afghanistan,Chattogram,19,2014-03-18,8,6.33,3,Tanwir Afzal,0,,Tanwir Afzal,0,3,0,1,0
1,Afghanistan,Afghanistan,Chattogram,35,2014-03-18,8,8.75,6,Haseeb Amjad,0,,Haseeb Amjad,0,4,0,1,1
2,Afghanistan,Afghanistan,Chattogram,22,2014-03-18,5,7.33,2,Nadeem Ahmed,0,,Nadeem Ahmed,0,3,0,0,1
3,Afghanistan,Afghanistan,Chattogram,15,2014-03-18,8,5.00,1,Irfan Ahmed,0,,Irfan Ahmed,0,3,0,0,0
4,Afghanistan,Afghanistan,Chattogram,23,2014-03-18,6,11.50,0,Nizakat Khan,0,,Nizakat Khan,0,2,2,0,1
5,Afghanistan,Afghanistan,Chattogram,39,2014-03-18,4,13.00,0,Aizaz Khan,0,,Aizaz Khan,1,3,4,1,0
0,Bangladesh,Bangladesh,Chattogram,23,2014-03-18,12,5.75,2,Mashrafe Mortaza,0,,Mashrafe Mortaza,0,4,0,1,0
1,Bangladesh,Bangladesh,Chattogram,17,2014-03-18,17,4.25,2,Al-Amin Hossain,0,,Al-Amin Hossain,0,4,0,2,4
2,Bangladesh,Bangladesh,Chattogram,27,2014-03-18,7,9.00,4,Farhad Reza,0,,Farhad Reza,0,3,0,1,2
3,Bangladesh,Bangladesh,Chattogram,22,2014-03-18,9,5.50,2,Shakib Al Hasan,0,,Shakib Al Hasan,0,4,0,0,0
4,Bangladesh,Bangladesh,Chattogram,22,2014-03-18,8,7.33,3,Nasir Hossain,0,,Nasir Hossain,0,3,0,0,2
5,Bangladesh,Bangladesh,Chattogram,12,2014-03-18,4,6.00,1,Abdur Razzak,0,,Abdur Razzak,0,2,0,0,1
0,Bangladesh,Bangladesh,Chattogram,21,2014-03-18,5,10.50,1,Sompal Kami,0,,Sompal Kami,0,2,2,0,0
1,Bangladesh,Bangladesh,Chattogram,23,2014-03-18,7,7.66,2,Paras Khadka,0,,P Khadka,0,3,1,0,0
2,Bangladesh,Bangladesh,Chattogram,40,2014-03-18,9,10.00,3,Shakti Gauchan,0,,SP Gauchan,0,4,3,0,0
3,Bangladesh,Bangladesh,Chattogram,16,2014-03-18,3,8.00,2,Jitendra Mukhiya,0,,JK Mukhiya,0,2,0,0,0
4,Bangladesh,Bangladesh,Chattogram,14,2014-03-18,10,4.66,0,Basant Regmi,0,,B Regmi,0,3,1,1,0
5,Bangladesh,Bangladesh,Chattogram,16,2014-03-18,2,10.66,1,Sagar Pun,0,,Sagar Pun,0,1.3,1,0,0
0,Ireland,Ireland,Sylhet,12,2014-03-19,14,4.00,0,Paul Stirling,1,,PR Stirling,0,3,0,2,2
1,Ireland,Ireland,Sylhet,24,2014-03-19,8,8.00,3,Max Sorensen,0,,MC Sorensen,0,3,1,0,0
2,Ireland,Ireland,Sylhet,20,2014-03-19,12,5.00,2,Tim Murtagh,0,,TJ Murtagh,0,4,0,1,1
3,Ireland,Ireland,Sylhet,30,2014-03-19,8,7.50,3,Alex Cusack,0,,AR Cusack,1,4,0,0,0
4,Ireland,Ireland,Sylhet,10,2014-03-19,2,10.00,0,George Dockrell,0,,GH Dockrell,0,1,1,0,0
5,Ireland,Ireland,Sylhet,17,2014-03-19,12,4.25,1,Kevin O'Brien,0,,KJ O'Brien,0,4,0,2,0
6,Ireland,Ireland,Sylhet,5,2014-03-19,2,5.00,0,Stuart Thompson,0,,SR Thompson,0,1,0,0,0
0,Ireland,Ireland,Sylhet,21,2014-03-19,8,7.00,3,Sharif Asadullah,0,,Sharif Asadullah,0,3,0,2,1
1,Ireland,Ireland,Sylhet,28,2014-03-19,6,9.33,2,Kamran Shazad,0,,Kamran Shazad,0,3,1,0,1
2,Ireland,Ireland,Sylhet,18,2014-03-19,11,6.00,3,Amjad Javed,0,,Amjad Javed,0,3,0,1,1
3,Ireland,Ireland,Sylhet,13,2014-03-19,13,3.25,0,Rohan Mustafa,0,,Rohan Mustafa,0,4,0,0,0
4,Ireland,Ireland,Sylhet,16,2014-03-19,1,12.00,1,Ahmed Raza,0,,Ahmed Raza,0,1.2,1,0,0
0,Zimbabwe,Zimbabwe,Sylhet,24,2014-03-19,13,6.00,4,Prosper Utseya,0,,P Utseya,0,4,0,2,0
1,Zimbabwe,Zimbabwe,Sylhet,38,2014-03-19,6,9.50,6,Tinashe Panyangara,0,,T Panyangara,0,4,0,1,1
2,Zimbabwe,Zimbabwe,Sylhet,14,2014-03-19,11,4.66,2,Tendai Chatara,0,,TL Chatara,0,3,0,0,0
3,Zimbabwe,Zimbabwe,Sylhet,24,2014-03-19,8,6.00,2,Natsai M'shangwe,0,,N M'shangwe,0,4,0,1,2
4,Zimbabwe,Zimbabwe,Sylhet,22,2014-03-19,6,5.50,1,Sean Williams,0,,SC Williams,0,4,0,0,0
5,Zimbabwe,Zimbabwe,Sylhet,11,2014-03-19,1,11.00,0,Hamilton Masakadza,0,,H Masakadza,0,1,1,0,1
0,Zimbabwe,Zimbabwe,Sylhet,26,2014-03-19,6,6.50,2,Mudassar Bukhari,0,,Mudassar Bukhari,0,4,0,0,0
1,Zimbabwe,Zimbabwe,Sylhet,22,2014-03-19,10,5.50,1,Timm van der Gugten,0,,T van der Gugten,0,4,0,1,0
2,Zimbabwe,Zimbabwe,Sylhet,30,2014-03-19,11,7.50,2,Ahsan Malik,0,,Ahsan Malik,0,4,1,1,1
3,Zimbabwe,Zimbabwe,Sylhet,32,2014-03-19,1,10.66,4,Logan van Beek,0,,LV van Beek,0,3,0,0,3
4,Zimbabwe,Zimbabwe,Sylhet,12,2014-03-19,1,6.00,0,Peter Borren,0,,PW Borren,0,2,0,0,0
5,Zimbabwe,Zimbabwe,Sylhet,9,2014-03-19,6,4.50,0,Pieter Seelaar,0,,PM Seelaar,0,2,0,2,0
6,Zimbabwe,Zimbabwe,Sylhet,13,2014-03-19,3,13.00,0,Tom Cooper,0,,TLW Cooper,0,1,2,0,0
0,Afghanistan,Afghanistan,Chattogram,19,2014-03-20,14,4.75,3,Shapoor Zadran,0,,Shapoor Zadran,0,4,0,2,0
1,Afghanistan,Afghanistan,Chattogram,23,2014-03-20,6,7.66,3,Dawlat Zadran,0,,Dawlat Zadran,1,3,0,1,0
2,Afghanistan,Afghanistan,Chattogram,40,2014-03-20,5,13.33,4,Samiullah Shinwari,0,,Samiullah Shinwari,2,3,2,0,1
3,Afghanistan,Afghanistan,Chattogram,14,2014-03-20,13,3.50,0,Mirwais Ashraf,0,,Mirwais Ashraf,0,4,0,1,0
4,Afghanistan,Afghanistan,Chattogram,25,2014-03-20,13,6.25,4,Mohammad Nabi,0,,Mohammad Nabi,0,4,0,1,0
5,Afghanistan,Afghanistan,Chattogram,15,2014-03-20,6,7.50,2,Karim Sadiq,0,,Karim Sadiq,0,2,0,0,2
0,Afghanistan,Afghanistan,Chattogram,28,2014-03-20,7,9.33,5,Basant Regmi,0,,B Regmi,0,3,0,1,0
1,Afghanistan,Afghanistan,Chattogram,32,2014-03-20,11,8.00,5,Sompal Kami,1,,Sompal Kami,0,4,0,2,0
2,Afghanistan,Afghanistan,Chattogram,18,2014-03-20,13,4.50,1,Jitendra Mukhiya,0,,JK Mukhiya,0,4,0,3,0
3,Afghanistan,Afghanistan,Chattogram,14,2014-03-20,9,4.66,1,Paras Khadka,0,,P Khadka,0,3,0,0,0
4,Afghanistan,Afghanistan,Chattogram,25,2014-03-20,6,8.33,1,Shakti Gauchan,0,,SP Gauchan,0,3,2,2,0
5,Afghanistan,Afghanistan,Chattogram,10,2014-03-20,9,3.33,0,Sagar Pun,0,,Sagar Pun,0,3,0,0,0
0,Hong,Hong,Chattogram,24,2014-03-20,11,6.00,1,Tanwir Afzal,0,,Tanwir Afzal,0,4,1,2,1
1,Hong,Hong,Chattogram,16,2014-03-20,5,8.00,3,Haseeb Amjad,0,,Haseeb Amjad,0,2,0,0,0
2,Hong,Hong,Chattogram,21,2014-03-20,10,6.00,3,Nadeem Ahmed,0,,Nadeem Ahmed,0,3.3,0,4,0
3,Hong,Hong,Chattogram,17,2014-03-20,4,8.50,3,Irfan Ahmed,0,,Irfan Ahmed,0,2,0,1,0
4,Hong,Hong,Chattogram,10,2014-03-20,2,10.00,2,Ehsan Nawaz,0,,Ehsan Nawaz,0,1,0,0,0
5,Hong,Hong,Chattogram,19,2014-03-20,11,4.75,0,Nizakat Khan,0,,Nizakat Khan,0,4,0,3,2
0,Hong,Hong,Chattogram,26,2014-03-20,12,6.50,0,Al-Amin Hossain,0,,Al-Amin Hossain,0,4,2,1,1
1,Hong,Hong,Chattogram,9,2014-03-20,17,2.25,0,Shakib Al Hasan,0,,Shakib Al Hasan,0,4,0,3,1
2,Hong,Hong,Chattogram,31,2014-03-20,12,8.45,3,Abdur Razzak,1,,Abdur Razzak,0,3.4,2,1,0
3,Hong,Hong,Chattogram,13,2014-03-20,12,3.25,0,Mahmudullah,0,,Mahmudullah,0,4,0,2,0
4,Hong,Hong,Chattogram,23,2014-03-20,3,11.50,3,Farhad Reza,0,,Farhad Reza,0,2,1,0,0
5,Hong,Hong,Chattogram,7,2014-03-20,1,7.00,0,Rubel Hossain,0,,Rubel Hossain,0,1,0,0,0
6,Hong,Hong,Chattogram,3,2014-03-20,4,3.00,0,Sabbir Rahman,0,,Sabbir Rahman,0,1,0,1,0
0,India,India,Dhaka,23,2014-03-21,12,5.75,3,Ravichandran Ashwin,0,,R Ashwin,0,4,0,0,0
1,India,India,Dhaka,21,2014-03-21,8,7.00,3,Bhuvneshwar Kumar,0,,B Kumar,0,3,0,1,1
2,India,India,Dhaka,31,2014-03-21,10,7.75,3,Mohammed Shami,0,,Mohammed Shami,0,4,1,1,0
3,India,India,Dhaka,22,2014-03-21,10,5.50,0,Amit Mishra,1,,A Mishra,0,4,1,2,0
4,India,India,Dhaka,18,2014-03-21,11,4.50,0,Ravindra Jadeja,0,,RA Jadeja,0,4,0,1,1
5,India,India,Dhaka,13,2014-03-21,0,13.00,2,Yuvraj Singh,0,,Yuvraj Singh,0,1,0,0,0
0,India,India,Dhaka,14,2014-03-21,10,4.66,0,Mohammad Hafeez,0,,Mohammad Hafeez,0,3,1,0,0
1,India,India,Dhaka,23,2014-03-21,9,7.66,3,Junaid Khan,0,,Junaid Khan,0,3,1,0,0
2,India,India,Dhaka,18,2014-03-21,15,4.50,3,Saeed Ajmal,0,,Saeed Ajmal,0,4,0,1,0
3,India,India,Dhaka,35,2014-03-21,6,10.00,2,Umar Gul,0,,Umar Gul,0,3.3,2,1,1
4,India,India,Dhaka,24,2014-03-21,8,8.00,3,Shahid Afridi,0,,Shahid Afridi,0,3,0,0,2
5,India,India,Dhaka,17,2014-03-21,4,8.50,3,Bilawal Bhatti,0,,Bilawal Bhatti,0,2,0,1,0
0,Netherlands,Netherlands,Sylhet,39,2014-03-21,8,9.75,1,Michael Swart,0,,MR Swart,0,4,4,0,0
1,Netherlands,Netherlands,Sylhet,32,2014-03-21,8,10.66,5,Timm van der Gugten,0,,T van der Gugten,0,3,1,1,0
2,Netherlands,Netherlands,Sylhet,26,2014-03-21,11,6.50,2,Ahsan Malik,0,,Ahsan Malik,0,4,1,2,0
3,Netherlands,Netherlands,Sylhet,26,2014-03-21,6,8.66,2,Mudassar Bukhari,0,,Mudassar Bukhari,0,3,1,0,1
4,Netherlands,Netherlands,Sylhet,8,2014-03-21,1,8.00,1,Tom Cooper,0,,TLW Cooper,0,1,0,0,0
5,Netherlands,Netherlands,Sylhet,19,2014-03-21,3,9.50,1,Peter Borren,0,,PW Borren,0,2,1,0,1
6,Netherlands,Netherlands,Sylhet,15,2014-03-21,3,7.50,0,Pieter Seelaar,0,,PM Seelaar,0,2,1,0,0
7,Netherlands,Netherlands,Sylhet,18,2014-03-21,1,18.00,1,Logan van Beek,0,,LV van Beek,0,1,2,0,0
0,Netherlands,Netherlands,Sylhet,24,2014-03-21,3,12.00,1,Paul Stirling,0,,PR Stirling,0,2,2,0,0
1,Netherlands,Netherlands,Sylhet,24,2014-03-21,2,24.00,0,Andy McBrine,0,,AR McBrine,0,1,4,0,0
2,Netherlands,Netherlands,Sylhet,47,2014-03-21,10,12.26,6,Tim Murtagh,0,,TJ Murtagh,0,3.5,3,1,0
3,Netherlands,Netherlands,Sylhet,22,2014-03-21,2,22.00,1,Alex Cusack,0,,AR Cusack,0,1,3,0,0
4,Netherlands,Netherlands,Sylhet,29,2014-03-21,6,9.66,4,Kevin O'Brien,0,,KJ O'Brien,0,3,1,2,0
5,Netherlands,Netherlands,Sylhet,43,2014-03-21,5,14.33,0,George Dockrell,0,,GH Dockrell,0,3,6,1,0
0,Zimbabwe,Zimbabwe,Sylhet,18,2014-03-21,10,4.50,1,Prosper Utseya,0,,P Utseya,0,4,0,0,1
1,Zimbabwe,Zimbabwe,Sylhet,21,2014-03-21,16,5.25,1,Tendai Chatara,0,,TL Chatara,0,4,2,2,0
2,Zimbabwe,Zimbabwe,Sylhet,23,2014-03-21,7,7.66,4,Tinashe Panyangara,0,,T Panyangara,0,3,0,0,0
3,Zimbabwe,Zimbabwe,Sylhet,23,2014-03-21,3,11.50,4,Natsai M'shangwe,0,,N M'shangwe,0,2,0,0,2
4,Zimbabwe,Zimbabwe,Sylhet,15,2014-03-21,15,3.75,0,Sean Williams,0,,SC Williams,0,4,0,3,0
5,Zimbabwe,Zimbabwe,Sylhet,15,2014-03-21,8,5.00,1,Sikandar Raza,0,,Sikandar Raza,0,3,0,2,1
0,Zimbabwe,Zimbabwe,Sylhet,20,2014-03-21,10,6.66,2,Shadeep Silva,0,,EHSN Silva,0,3,1,1,0
1,Zimbabwe,Zimbabwe,Sylhet,18,2014-03-21,14,4.50,2,Manjula Guruge,0,,AM Guruge,0,4,0,2,0
2,Zimbabwe,Zimbabwe,Sylhet,29,2014-03-21,5,9.66,3,Ahmed Raza,0,,Ahmed Raza,0,3,1,1,0
3,Zimbabwe,Zimbabwe,Sylhet,30,2014-03-21,2,18.00,3,Kamran Shazad,0,,Kamran Shazad,0,1.4,2,0,0
4,Zimbabwe,Zimbabwe,Sylhet,8,2014-03-21,4,8.00,2,Khurram Khan,0,,Khurram Khan,0,1,0,1,0
5,Zimbabwe,Zimbabwe,Sylhet,12,2014-03-21,1,12.00,0,Amjad Javed,0,,Amjad Javed,0,1,1,0,0
0,New,New,Chattogram,36,2014-03-22,9,9.00,4,Kyle Mills,0,,KD Mills,0,4,1,1,2
1,New,New,Chattogram,22,2014-03-22,12,5.50,3,Mitchell McClenaghan,0,,MJ McClenaghan,0,4,0,1,0
2,New,New,Chattogram,46,2014-03-22,10,11.50,4,Tim Southee,0,,TG Southee,0,4,3,1,2
3,New,New,Chattogram,32,2014-03-22,8,8.00,2,Corey Anderson,0,,CJ Anderson,0,4,1,2,1
4,New,New,Chattogram,32,2014-03-22,9,8.00,4,Nathan McCullum,0,,NL McCullum,0,4,0,1,1
0,New,New,Chattogram,7,2014-03-22,2,7.00,1,Moeen Ali,0,,MM Ali,0,1,0,0,0
1,New,New,Chattogram,13,2014-03-22,6,6.50,2,Jade Dernbach,0,,JW Dernbach,0,2,0,1,0
2,New,New,Chattogram,10,2014-03-22,3,10.00,2,Tim Bresnan,0,,TT Bresnan,0,1,0,0,0
3,New,New,Chattogram,16,2014-03-22,3,16.00,1,Stuart Broad,0,,SCJ Broad,0,1,2,0,0
4,New,New,Chattogram,5,2014-03-22,0,15.00,1,Chris Jordan,0,,CJ Jordan,0,0.2,0,0,0
0,South,South,Chattogram,37,2014-03-22,11,9.25,5,Dale Steyn,0,,DW Steyn,0,4,1,2,2
1,South,South,Chattogram,31,2014-03-22,8,7.75,2,Lonwabo Tsotsobe,0,,LL Tsotsobe,0,4,1,0,1
2,South,South,Chattogram,31,2014-03-22,9,7.75,2,Morne Morkel,0,,M Morkel,0,4,1,2,1
3,South,South,Chattogram,13,2014-03-22,3,6.50,1,Jean-Paul Duminy,0,,JP Duminy,0,2,0,0,1
4,South,South,Chattogram,24,2014-03-22,2,12.00,3,Albie Morkel,0,,JA Morkel,0,2,0,0,2
5,South,South,Chattogram,26,2014-03-22,6,6.50,1,Imran Tahir,0,,Imran Tahir,0,4,1,3,0
0,South,South,Chattogram,23,2014-03-22,7,7.66,2,Nuwan Kulasekara,0,,KMDN Kulasekara,0,3,1,1,0
1,South,South,Chattogram,21,2014-03-22,8,7.00,3,Angelo Mathews,0,,AD Mathews,0,3,0,1,1
2,South,South,Chattogram,22,2014-03-22,10,5.50,2,Sachithra Senanayake,0,,SMSM Senanayake,0,4,0,2,0
3,South,South,Chattogram,29,2014-03-22,9,7.25,2,Lasith Malinga,0,,SL Malinga,0,4,1,1,1
4,South,South,Chattogram,18,2014-03-22,5,9.00,2,Thisara Perera,0,,NLTC Perera,0,2,1,0,0
5,South,South,Chattogram,44,2014-03-22,6,11.00,2,Ajantha Mendis,0,,BAW Mendis,0,4,3,1,0
0,Australia,Australia,Dhaka,35,2014-03-23,11,8.75,5,Mitchell Starc,0,,MA Starc,0,4,1,1,1
1,Australia,Australia,Dhaka,28,2014-03-23,9,7.00,3,Doug Bollinger,0,,DE Bollinger,0,4,0,1,0
2,Australia,Australia,Dhaka,38,2014-03-23,8,9.50,2,Shane Watson,0,,SR Watson,1,4,2,1,0
3,Australia,Australia,Dhaka,36,2014-03-23,7,9.00,5,Nathan Coulter-Nile,0,,NM Coulter-Nile,0,4,0,2,1
4,Australia,Australia,Dhaka,29,2014-03-23,4,9.66,3,Brad Hogg,0,,GB Hogg,0,3,0,0,1
5,Australia,Australia,Dhaka,18,2014-03-23,1,18.00,1,Aaron Finch,0,,AJ Finch,0,1,2,0,0
