,Oppositionteam,Team,ballsFaced,city,date,fours,fullName,media,minutes,name,runs,sixes,strikeRate
1,Pakistan,Sri,24,London,2009-06-12,2,Sanath Jayasuriya,,41,ST Jayasuriya,26,1,108.33
2,Pakistan,Sri,16,London,2009-06-12,1,Kumar Sangakkara,,16,KC Sangakkara,15,0,93.75
3,Pakistan,Sri,18,London,2009-06-12,2,Mahela Jayawardene,,26,DPMD Jayawardene,19,0,105.55
4,Pakistan,Sri,6,London,2009-06-12,1,Chamara Silva,,8,LPC Silva,8,0,133.33
5,Pakistan,Sri,10,London,2009-06-12,0,Jehan Mubarak,,19,J Mubarak,5,0,50.00
6,Pakistan,Sri,8,London,2009-06-12,1,Angelo Mathews,,14,AD Mathews,9,0,112.50
7,Pakistan,Sri,1,London,2009-06-12,0,Nuwan Kulasekara,,1,KMDN Kulasekara,0,0,0.00
8,Pakistan,Sri,1,London,2009-06-12,0,Lasith Malinga,,1,SL Malinga,2,0,200.00
0,Sri,Pakistan,3,London,2009-06-12,0,Salman Butt,,1,Salman Butt,0,0,0.00
1,Sri,Pakistan,9,London,2009-06-12,0,Kamran Akmal,,30,Kamran Akmal,5,0,55.55
2,Sri,Pakistan,20,London,2009-06-12,5,Shoaib Malik,,19,Shoaib Malik,28,0,140.00
3,Sri,Pakistan,37,London,2009-06-12,4,Younis Khan,,50,Younis Khan,50,0,135.13
4,Sri,Pakistan,28,London,2009-06-12,0,Misbah-ul-Haq,,39,Misbah-ul-Haq,21,0,75.00
5,Sri,Pakistan,1,London,2009-06-12,0,Shahid Afridi,,1,Shahid Afridi,0,0,0.00
6,Sri,Pakistan,11,London,2009-06-12,1,Fawad Alam,,17,Fawad Alam,12,0,109.09
7,Sri,Pakistan,7,London,2009-06-12,0,Sohail Tanvir,,10,Sohail Tanvir,3,0,42.85
8,Sri,Pakistan,4,London,2009-06-12,0,Umar Gul,,4,Umar Gul,9,1,225.00
9,Sri,Pakistan,0,London,2009-06-12,0,Mohammad Amir,,1,Mohammad Amir,0,0,-
10,Sri,Pakistan,0,London,2009-06-12,0,Saeed Ajmal,,1,Saeed Ajmal,0,0,-
0,Pakistan,New,6,London,2009-06-13,2,Brendon McCullum,,8,BB McCullum,12,0,200.00
1,Pakistan,New,14,London,2009-06-13,2,Aaron Redmond,,18,AJ Redmond,15,0,107.14
2,Pakistan,New,8,London,2009-06-13,1,Martin Guptill,,14,MJ Guptill,8,0,100.00
3,Pakistan,New,29,London,2009-06-13,0,Scott Styris,,33,SB Styris,22,1,75.86
4,Pakistan,New,11,London,2009-06-13,0,Jacob Oram,,12,JDP Oram,5,0,45.45
5,Pakistan,New,8,London,2009-06-13,1,Peter McGlashan,,14,PD McGlashan,8,0,100.00
6,Pakistan,New,11,London,2009-06-13,1,Nathan McCullum,,9,NL McCullum,7,0,63.63
7,Pakistan,New,13,London,2009-06-13,0,James Franklin,,16,JEC Franklin,7,0,53.84
8,Pakistan,New,9,London,2009-06-13,1,Daniel Vettori,,11,DL Vettori,8,0,88.88
9,Pakistan,New,1,London,2009-06-13,0,Kyle Mills,,1,KD Mills,0,0,0.00
10,Pakistan,New,1,London,2009-06-13,0,Ian Butler,,4,IG Butler,1,0,100.00
0,New,Pakistan,14,London,2009-06-13,1,Kamran Akmal,,18,Kamran Akmal,19,1,135.71
1,New,Pakistan,28,London,2009-06-13,4,Shahzaib Hasan,,37,Shahzaib Hasan,35,2,125.00
2,New,Pakistan,8,London,2009-06-13,0,Abdul Razzaq,,13,Abdul Razzaq,5,0,62.50
3,New,Pakistan,3,London,2009-06-13,1,Shoaib Malik,,5,Shoaib Malik,4,0,133.33
4,New,Pakistan,18,London,2009-06-13,3,Shahid Afridi,,19,Shahid Afridi,29,0,161.11
5,New,Pakistan,9,London,2009-06-13,0,Younis Khan,,17,Younis Khan,6,0,66.66
0,West,South,31,London,2009-06-13,6,Jacques Kallis,,50,JH Kallis,45,1,145.16
1,West,South,18,London,2009-06-13,6,Graeme Smith,,29,GC Smith,31,0,172.22
2,West,South,35,London,2009-06-13,8,Herschelle Gibbs,,27,HH Gibbs,55,1,157.14
3,West,South,10,London,2009-06-13,2,AB de Villiers,,15,AB de Villiers,17,0,170.00
4,West,South,8,London,2009-06-13,2,Albie Morkel,,10,JA Morkel,10,0,125.00
5,West,South,12,London,2009-06-13,0,Mark Boucher,,19,MV Boucher,17,1,141.66
6,West,South,1,London,2009-06-13,0,Jean-Paul Duminy,,3,JP Duminy,0,0,0.00
7,West,South,3,London,2009-06-13,0,Roelof van der Merwe,,1,RE van der Merwe,1,0,33.33
8,West,South,2,London,2009-06-13,0,Johan Botha,,6,J Botha,4,0,200.00
0,South,West,8,London,2009-06-13,0,Chris Gayle,,13,CH Gayle,5,0,62.50
1,South,West,5,London,2009-06-13,0,Andre Fletcher,,6,ADS Fletcher,0,0,0.00
2,South,West,50,London,2009-06-13,12,Lendl Simmons,,59,LMP Simmons,77,1,154.00
3,South,West,17,London,2009-06-13,2,Dwayne Bravo,,24,DJ Bravo,19,0,111.76
4,South,West,7,London,2009-06-13,1,Shivnarine Chanderpaul,,8,S Chanderpaul,8,0,114.28
5,South,West,11,London,2009-06-13,0,Ramnaresh Sarwan,,16,RR Sarwan,8,0,72.72
6,South,West,4,London,2009-06-13,1,Kieron Pollard,,4,KA Pollard,6,0,150.00
7,South,West,7,London,2009-06-13,1,Denesh Ramdin,,15,D Ramdin,8,0,114.28
8,South,West,1,London,2009-06-13,0,Jerome Taylor,,1,JE Taylor,0,0,0.00
9,South,West,9,London,2009-06-13,2,Sulieman Benn,,10,SJ Benn,13,0,144.44
10,South,West,2,London,2009-06-13,0,Fidel Edwards,,3,FH Edwards,2,0,100.00
0,India,England,37,London,2009-06-14,3,Ravi Bopara,,45,RS Bopara,37,1,100.00
1,India,England,7,London,2009-06-14,0,Luke Wright,,7,LJ Wright,1,0,14.28
2,India,England,27,London,2009-06-14,5,Kevin Pietersen,,45,KP Pietersen,46,1,170.37
3,India,England,27,London,2009-06-14,2,Dimitri Mascarenhas,,45,AD Mascarenhas,25,0,92.59
4,India,England,10,London,2009-06-14,1,Owais Shah,,17,OA Shah,12,0,120.00
5,India,England,5,London,2009-06-14,1,Paul Collingwood,,6,PD Collingwood,7,0,140.00
6,India,England,5,London,2009-06-14,0,James Foster,,1,JS Foster,6,0,120.00
7,India,England,1,London,2009-06-14,0,Graeme Swann,,1,GP Swann,0,0,0.00
8,India,England,1,London,2009-06-14,0,Stuart Broad,,2,SCJ Broad,3,0,300.00
0,England,India,26,London,2009-06-14,4,Gautam Gambhir,,50,G Gambhir,26,0,100.00
1,England,India,8,London,2009-06-14,1,Rohit Sharma,,7,RG Sharma,9,0,112.50
2,England,India,5,London,2009-06-14,0,Suresh Raina,,7,SK Raina,2,0,40.00
3,England,India,35,London,2009-06-14,1,Ravindra Jadeja,,41,RA Jadeja,25,0,71.42
4,England,India,9,London,2009-06-14,0,Yuvraj Singh,,14,Yuvraj Singh,17,2,188.88
5,England,India,20,London,2009-06-14,3,MS Dhoni,,33,MS Dhoni,30,0,150.00
6,England,India,17,London,2009-06-14,1,Yusuf Pathan,,29,YK Pathan,33,2,194.11
0,Ireland,Sri,2,London,2009-06-14,0,Tillakaratne Dilshan,,1,TM Dilshan,0,0,0.00
1,Ireland,Sri,27,London,2009-06-14,5,Sanath Jayasuriya,,50,ST Jayasuriya,27,0,100.00
2,Ireland,Sri,10,London,2009-06-14,0,Kumar Sangakkara,,13,KC Sangakkara,3,0,30.00
3,Ireland,Sri,53,London,2009-06-14,9,Mahela Jayawardene,,60,DPMD Jayawardene,78,1,147.16
4,Ireland,Sri,6,London,2009-06-14,0,Chamara Silva,,9,LPC Silva,4,0,66.66
5,Ireland,Sri,9,London,2009-06-14,0,Jehan Mubarak,,11,J Mubarak,7,0,77.77
6,Ireland,Sri,7,London,2009-06-14,1,Angelo Mathews,,8,AD Mathews,10,0,142.85
7,Ireland,Sri,2,London,2009-06-14,0,Nuwan Kulasekara,,4,KMDN Kulasekara,1,0,50.00
8,Ireland,Sri,1,London,2009-06-14,0,Muttiah Muralitharan,,3,M Muralitharan,0,0,0.00
9,Ireland,Sri,2,London,2009-06-14,0,Lasith Malinga,,2,SL Malinga,1,0,50.00
10,Ireland,Sri,1,London,2009-06-14,1,Ajantha Mendis,,1,BAW Mendis,4,0,400.00
0,Sri,Ireland,29,London,2009-06-14,5,William Porterfield,,44,WTS Porterfield,31,0,106.89
1,Sri,Ireland,37,London,2009-06-14,4,Niall O'Brien,,69,NJ O'Brien,31,0,83.78
2,Sri,Ireland,21,London,2009-06-14,1,Andrew White,,16,AR White,22,1,104.76
3,Sri,Ireland,2,London,2009-06-14,0,Kevin O'Brien,,1,KJ O'Brien,0,0,0.00
4,Sri,Ireland,21,London,2009-06-14,4,John Mooney,,25,JF Mooney,31,0,147.61
5,Sri,Ireland,6,London,2009-06-14,0,Trent Johnston,,6,DT Johnston,9,1,150.00
6,Sri,Ireland,1,London,2009-06-14,0,Andre Botha,,1,AC Botha,0,0,0.00
7,Sri,Ireland,3,London,2009-06-14,0,Alex Cusack,,10,AR Cusack,2,0,66.66
8,Sri,Ireland,1,London,2009-06-14,0,Regan West,,1,RM West,1,0,100.00
0,West,England,47,London,2009-06-15,5,Ravi Bopara,,61,RS Bopara,55,0,117.02
1,West,England,6,London,2009-06-15,1,Luke Wright,,5,LJ Wright,6,0,100.00
2,West,England,19,London,2009-06-15,5,Kevin Pietersen,,23,KP Pietersen,31,0,163.15
3,West,England,15,London,2009-06-15,1,Owais Shah,,14,OA Shah,18,1,120.00
4,West,England,10,London,2009-06-15,0,Paul Collingwood,,18,PD Collingwood,11,0,110.00
5,West,England,12,London,2009-06-15,0,James Foster,,14,JS Foster,13,0,108.33
6,West,England,9,London,2009-06-15,0,Graeme Swann,,12,GP Swann,10,0,111.11
7,West,England,2,London,2009-06-15,1,Stuart Broad,,2,SCJ Broad,10,1,500.00
0,England,West,8,London,2009-06-15,3,Chris Gayle,,9,CH Gayle,15,0,187.50
1,England,West,3,London,2009-06-15,0,Andre Fletcher,,4,ADS Fletcher,0,0,0.00
2,England,West,1,London,2009-06-15,0,Lendl Simmons,,6,LMP Simmons,0,0,0.00
3,England,West,13,London,2009-06-15,1,Dwayne Bravo,,16,DJ Bravo,18,1,138.46
4,England,West,6,London,2009-06-15,0,Kieron Pollard,,10,KA Pollard,9,1,150.00
5,England,West,10,London,2009-06-15,1,Shivnarine Chanderpaul,,23,S Chanderpaul,17,0,170.00
6,England,West,9,London,2009-06-15,3,Ramnaresh Sarwan,,15,RR Sarwan,19,0,211.11
0,Ireland,Pakistan,51,London,2009-06-15,5,Kamran Akmal,,66,Kamran Akmal,57,1,111.76
1,Ireland,Pakistan,19,London,2009-06-15,3,Shahzaib Hasan,,25,Shahzaib Hasan,23,1,121.05
2,Ireland,Pakistan,13,London,2009-06-15,3,Shahid Afridi,,12,Shahid Afridi,24,0,184.61
3,Ireland,Pakistan,8,London,2009-06-15,1,Younis Khan,,10,Younis Khan,10,0,125.00
4,Ireland,Pakistan,14,London,2009-06-15,1,Misbah-ul-Haq,,17,Misbah-ul-Haq,20,1,142.85
5,Ireland,Pakistan,9,London,2009-06-15,0,Abdul Razzaq,,13,Abdul Razzaq,15,1,166.66
6,Ireland,Pakistan,7,London,2009-06-15,0,Shoaib Malik,,9,Shoaib Malik,4,0,57.14
0,Pakistan,Ireland,36,London,2009-06-15,2,William Porterfield,,52,WTS Porterfield,40,0,111.11
1,Pakistan,Ireland,10,London,2009-06-15,1,Niall O'Brien,,8,NJ O'Brien,7,0,70.00
2,Pakistan,Ireland,16,London,2009-06-15,2,Paul Stirling,,17,PR Stirling,17,0,106.25
3,Pakistan,Ireland,30,London,2009-06-15,1,Kevin O'Brien,,42,KJ O'Brien,26,0,86.66
4,Pakistan,Ireland,8,London,2009-06-15,0,John Mooney,,8,JF Mooney,2,0,25.00
5,Pakistan,Ireland,1,London,2009-06-15,0,Trent Johnston,,1,DT Johnston,0,0,0.00
6,Pakistan,Ireland,7,London,2009-06-15,0,Andrew White,,4,AR White,5,0,71.42
7,Pakistan,Ireland,2,London,2009-06-15,0,Alex Cusack,,1,AR Cusack,2,0,100.00
8,Pakistan,Ireland,6,London,2009-06-15,0,Kyle McCallan,,11,WK McCallan,2,0,33.33
9,Pakistan,Ireland,1,London,2009-06-15,0,Regan West,,1,RM West,1,0,100.00
10,Pakistan,Ireland,5,London,2009-06-15,0,Boyd Rankin,,6,WB Rankin,5,0,100.00
0,India,South,26,Nottingham,2009-06-16,2,Graeme Smith,,37,GC Smith,26,0,100.00
1,India,South,3,Nottingham,2009-06-16,1,Herschelle Gibbs,,7,HH Gibbs,5,0,166.66
2,India,South,51,Nottingham,2009-06-16,7,AB de Villiers,,56,AB de Villiers,63,0,123.52
3,India,South,15,Nottingham,2009-06-16,0,Jean-Paul Duminy,,20,JP Duminy,10,0,66.66
4,India,South,15,Nottingham,2009-06-16,1,Mark Boucher,,17,MV Boucher,11,0,73.33
5,India,South,8,Nottingham,2009-06-16,1,Albie Morkel,,13,JA Morkel,8,0,100.00
6,India,South,2,Nottingham,2009-06-16,1,Johan Botha,,3,J Botha,4,0,200.00
0,South,India,19,Nottingham,2009-06-16,3,Gautam Gambhir,,27,G Gambhir,21,0,110.52
1,South,India,28,Nottingham,2009-06-16,3,Rohit Sharma,,39,RG Sharma,29,0,103.57
2,South,India,8,Nottingham,2009-06-16,0,Suresh Raina,,7,SK Raina,3,0,37.50
3,South,India,25,Nottingham,2009-06-16,1,Yuvraj Singh,,47,Yuvraj Singh,25,1,100.00
4,South,India,12,Nottingham,2009-06-16,0,MS Dhoni,,11,MS Dhoni,5,0,41.66
5,South,India,2,Nottingham,2009-06-16,0,Yusuf Pathan,,2,YK Pathan,0,0,0.00
6,South,India,15,Nottingham,2009-06-16,1,Harbhajan Singh,,18,Harbhajan Singh,14,1,93.33
7,South,India,6,Nottingham,2009-06-16,0,Ravindra Jadeja,,14,RA Jadeja,7,0,116.66
8,South,India,3,Nottingham,2009-06-16,0,Zaheer Khan,,1,Z Khan,4,0,133.33
9,South,India,2,Nottingham,2009-06-16,0,RP Singh,,4,RP Singh,2,0,100.00
0,New,Sri,37,Nottingham,2009-06-16,5,Tillakaratne Dilshan,,49,TM Dilshan,48,0,129.72
1,New,Sri,1,Nottingham,2009-06-16,0,Sanath Jayasuriya,,2,ST Jayasuriya,0,0,0.00
2,New,Sri,10,Nottingham,2009-06-16,2,Chamara Silva,,14,LPC Silva,13,0,130.00
3,New,Sri,35,Nottingham,2009-06-16,3,Kumar Sangakkara,,55,KC Sangakkara,35,0,100.00
4,New,Sri,29,Nottingham,2009-06-16,6,Mahela Jayawardene,,35,DPMD Jayawardene,41,1,141.37
5,New,Sri,5,Nottingham,2009-06-16,1,Jehan Mubarak,,3,J Mubarak,8,0,160.00
6,New,Sri,4,Nottingham,2009-06-16,0,Angelo Mathews,,6,AD Mathews,6,0,150.00
0,Sri,New,12,Nottingham,2009-06-16,2,Brendon McCullum,,11,BB McCullum,10,0,83.33
1,Sri,New,13,Nottingham,2009-06-16,3,Aaron Redmond,,27,AJ Redmond,23,1,176.92
2,Sri,New,34,Nottingham,2009-06-16,4,Martin Guptill,,45,MJ Guptill,43,1,126.47
3,Sri,New,8,Nottingham,2009-06-16,1,Ross Taylor,,8,LRPL Taylor,8,0,100.00
4,Sri,New,3,Nottingham,2009-06-16,0,Scott Styris,,1,SB Styris,2,0,66.66
5,Sri,New,12,Nottingham,2009-06-16,0,Jacob Oram,,16,JDP Oram,7,0,58.33
6,Sri,New,3,Nottingham,2009-06-16,0,Peter McGlashan,,5,PD McGlashan,2,0,66.66
7,Sri,New,4,Nottingham,2009-06-16,0,Nathan McCullum,,5,NL McCullum,2,0,50.00
8,Sri,New,5,Nottingham,2009-06-16,0,Daniel Vettori,,6,DL Vettori,3,0,60.00
9,Sri,New,6,Nottingham,2009-06-16,1,Kyle Mills,,8,KD Mills,4,0,66.66
10,Sri,New,2,Nottingham,2009-06-16,0,Ian Butler,,5,IG Butler,2,0,100.00
0,South,Pakistan,12,Nottingham,2009-06-18,4,Kamran Akmal,,12,Kamran Akmal,23,1,191.66
1,South,Pakistan,2,Nottingham,2009-06-18,0,Shahzaib Hasan,,5,Shahzaib Hasan,0,0,0.00
2,South,Pakistan,34,Nottingham,2009-06-18,8,Shahid Afridi,,46,Shahid Afridi,51,0,150.00
3,South,Pakistan,39,Nottingham,2009-06-18,2,Shoaib Malik,,55,Shoaib Malik,34,0,87.17
4,South,Pakistan,18,Nottingham,2009-06-18,1,Younis Khan,,29,Younis Khan,24,0,133.33
5,South,Pakistan,15,Nottingham,2009-06-18,0,Abdul Razzaq,,16,Abdul Razzaq,12,0,80.00
0,Pakistan,South,54,Nottingham,2009-06-18,7,Jacques Kallis,,75,JH Kallis,64,1,118.51
1,Pakistan,South,14,Nottingham,2009-06-18,1,Graeme Smith,,26,GC Smith,10,0,71.42
2,Pakistan,South,4,Nottingham,2009-06-18,1,Herschelle Gibbs,,3,HH Gibbs,5,0,125.00
3,Pakistan,South,5,Nottingham,2009-06-18,0,AB de Villiers,,4,AB de Villiers,1,0,20.00
4,Pakistan,South,39,Nottingham,2009-06-18,3,Jean-Paul Duminy,,53,JP Duminy,44,1,112.82
5,Pakistan,South,4,Nottingham,2009-06-18,0,Albie Morkel,,13,JA Morkel,2,0,50.00
6,Pakistan,South,0,Nottingham,2009-06-18,0,Mark Boucher,,2,MV Boucher,0,0,-
0,West,Sri,57,London,2009-06-19,12,Tillakaratne Dilshan,,90,TM Dilshan,96,2,168.42
1,West,Sri,37,London,2009-06-19,3,Sanath Jayasuriya,,46,ST Jayasuriya,24,0,64.86
2,West,Sri,2,London,2009-06-19,0,Kumar Sangakkara,,2,KC Sangakkara,0,0,0.00
3,West,Sri,3,London,2009-06-19,0,Mahela Jayawardene,,2,DPMD Jayawardene,2,0,66.66
4,West,Sri,12,London,2009-06-19,2,Chamara Silva,,21,LPC Silva,11,0,91.66
5,West,Sri,5,London,2009-06-19,1,Jehan Mubarak,,5,J Mubarak,7,0,140.00
6,West,Sri,4,London,2009-06-19,1,Angelo Mathews,,6,AD Mathews,12,1,300.00
0,Sri,West,50,London,2009-06-19,8,Chris Gayle,,89,CH Gayle,63,2,126.00
1,Sri,West,1,London,2009-06-19,0,Xavier Marshall,,1,XM Marshall,0,0,0.00
2,Sri,West,2,London,2009-06-19,0,Lendl Simmons,,1,LMP Simmons,0,0,0.00
3,Sri,West,2,London,2009-06-19,0,Dwayne Bravo,,1,DJ Bravo,0,0,0.00
4,Sri,West,15,London,2009-06-19,0,Shivnarine Chanderpaul,,33,S Chanderpaul,7,0,46.66
5,Sri,West,12,London,2009-06-19,0,Ramnaresh Sarwan,,10,RR Sarwan,5,0,41.66
6,Sri,West,10,London,2009-06-19,0,Kieron Pollard,,9,KA Pollard,3,0,30.00
7,Sri,West,5,London,2009-06-19,2,Denesh Ramdin,,6,D Ramdin,9,0,180.00
8,Sri,West,2,London,2009-06-19,0,Jerome Taylor,,2,JE Taylor,2,0,100.00
9,Sri,West,4,London,2009-06-19,0,Daren Sammy,,1,DJG Sammy,1,0,25.00
10,Sri,West,4,London,2009-06-19,0,Sulieman Benn,,6,SJ Benn,0,0,0.00
0,Pakistan,Sri,5,London,2009-06-21,0,Tillakaratne Dilshan,,3,TM Dilshan,0,0,0.00
1,Pakistan,Sri,10,London,2009-06-21,2,Sanath Jayasuriya,,17,ST Jayasuriya,17,1,170.00
2,Pakistan,Sri,2,London,2009-06-21,0,Jehan Mubarak,,3,J Mubarak,0,0,0.00
3,Pakistan,Sri,52,London,2009-06-21,7,Kumar Sangakkara,,79,KC Sangakkara,64,0,123.07
4,Pakistan,Sri,4,London,2009-06-21,0,Mahela Jayawardene,,5,DPMD Jayawardene,1,0,25.00
5,Pakistan,Sri,19,London,2009-06-21,2,Chamara Silva,,22,LPC Silva,14,0,73.68
6,Pakistan,Sri,5,London,2009-06-21,0,Isuru Udana,,4,I Udana,1,0,20.00
7,Pakistan,Sri,24,London,2009-06-21,3,Angelo Mathews,,32,AD Mathews,35,1,145.83
0,Sri,Pakistan,28,London,2009-06-21,2,Kamran Akmal,,33,Kamran Akmal,37,2,132.14
1,Sri,Pakistan,23,London,2009-06-21,3,Shahzaib Hasan,,43,Shahzaib Hasan,19,0,82.60
2,Sri,Pakistan,40,London,2009-06-21,2,Shahid Afridi,,52,Shahid Afridi,54,2,135.00
3,Sri,Pakistan,22,London,2009-06-21,1,Shoaib Malik,,43,Shoaib Malik,24,0,109.09
0,West,Bangladesh,6,Basseterre,2009-08-02,1,Tamim Iqbal,,12,Tamim Iqbal,7,0,116.66
1,West,Bangladesh,6,Basseterre,2009-08-02,1,Junaid Siddique,,7,Junaid Siddique,5,0,83.33
2,West,Bangladesh,1,Basseterre,2009-08-02,0,Mohammad Ashraful,,1,Mohammad Ashraful,0,0,0.00
3,West,Bangladesh,18,Basseterre,2009-08-02,2,Naeem Islam,,25,Naeem Islam,27,2,150.00
4,West,Bangladesh,16,Basseterre,2009-08-02,3,Shakib Al Hasan,,12,Shakib Al Hasan,17,0,106.25
5,West,Bangladesh,9,Basseterre,2009-08-02,0,Mushfiqur Rahim,,14,Mushfiqur Rahim,3,0,33.33
6,West,Bangladesh,27,Basseterre,2009-08-02,2,Mahmudullah,,39,Mahmudullah,21,0,77.77
7,West,Bangladesh,4,Basseterre,2009-08-02,0,Raqibul Hasan,,4,Raqibul Hasan,1,0,25.00
8,West,Bangladesh,17,Basseterre,2009-08-02,1,Mehrab Hossain jnr,,16,Mehrab Hossain jnr,10,0,58.82
9,West,Bangladesh,12,Basseterre,2009-08-02,0,Nazmul Hossain,,14,Nazmul Hossain,3,0,25.00
10,West,Bangladesh,5,Basseterre,2009-08-02,1,Rubel Hossain,,4,Rubel Hossain,8,0,160.00
0,Bangladesh,West,1,Basseterre,2009-08-02,0,Dale Richards,,1,DM Richards,0,0,0.00
1,Bangladesh,West,14,Basseterre,2009-08-02,1,Andre Fletcher,,22,ADS Fletcher,8,0,57.14
2,Bangladesh,West,27,Basseterre,2009-08-02,3,Devon Smith,,34,DS Smith,37,2,137.03
3,Bangladesh,West,37,Basseterre,2009-08-02,5,Travis Dowlin,,41,TM Dowlin,37,0,100.00
4,Bangladesh,West,20,Basseterre,2009-08-02,2,Floyd Reifer,,23,FL Reifer,22,1,110.00
5,Bangladesh,West,2,Basseterre,2009-08-02,0,Daren Sammy,,3,DJG Sammy,6,1,300.00
6,Bangladesh,West,1,Basseterre,2009-08-02,0,David Bernard,,2,DE Bernard,1,0,100.00
0,Sri,Pakistan,1,Colombo,2009-08-12,0,Kamran Akmal,,1,Kamran Akmal,0,0,0.00
1,Sri,Pakistan,28,Colombo,2009-08-12,5,Imran Nazir,,38,Imran Nazir,40,1,142.85
2,Sri,Pakistan,10,Colombo,2009-08-12,3,Shoaib Malik,,17,Shoaib Malik,14,0,140.00
3,Sri,Pakistan,37,Colombo,2009-08-12,4,Shahid Afridi,,58,Shahid Afridi,50,2,135.13
4,Sri,Pakistan,20,Colombo,2009-08-12,4,Umar Akmal,,31,Umar Akmal,30,0,150.00
5,Sri,Pakistan,17,Colombo,2009-08-12,3,Abdul Razzaq,,23,Abdul Razzaq,25,0,147.05
6,Sri,Pakistan,7,Colombo,2009-08-12,0,Misbah-ul-Haq,,15,Misbah-ul-Haq,5,0,71.42
0,Pakistan,Sri,8,Colombo,2009-08-12,2,Mahela Udawatte,,21,ML Udawatte,11,0,137.50
1,Pakistan,Sri,17,Colombo,2009-08-12,1,Sanath Jayasuriya,,25,ST Jayasuriya,23,2,135.29
2,Pakistan,Sri,13,Colombo,2009-08-12,0,Mahela Jayawardene,,24,DPMD Jayawardene,12,1,92.30
3,Pakistan,Sri,31,Colombo,2009-08-12,2,Kumar Sangakkara,,42,KC Sangakkara,38,1,122.58
4,Pakistan,Sri,15,Colombo,2009-08-12,0,Chamara Kapugedera,,27,CK Kapugedera,10,0,66.66
5,Pakistan,Sri,9,Colombo,2009-08-12,1,Angelo Mathews,,11,AD Mathews,9,0,100.00
6,Pakistan,Sri,3,Colombo,2009-08-12,0,Thilina Kandamby,,6,SHT Kandamby,2,0,66.66
7,Pakistan,Sri,3,Colombo,2009-08-12,0,Nuwan Kulasekara,,5,KMDN Kulasekara,1,0,33.33
8,Pakistan,Sri,4,Colombo,2009-08-12,0,Muttiah Muralitharan,,8,M Muralitharan,1,0,25.00
9,Pakistan,Sri,6,Colombo,2009-08-12,0,Thilan Thushara,,7,T Thushara,3,0,50.00
10,Pakistan,Sri,1,Colombo,2009-08-12,0,Lasith Malinga,,3,SL Malinga,0,0,0.00
0,England,Australia,14,Manchester,2009-08-30,0,Shane Watson,,-,SR Watson,10,0,71.42
1,England,Australia,26,Manchester,2009-08-30,3,David Warner,,-,DA Warner,33,0,126.92
2,England,Australia,34,Manchester,2009-08-30,1,Michael Clarke,,-,MJ Clarke,27,0,79.41
3,England,Australia,2,Manchester,2009-08-30,0,David Hussey,,-,DJ Hussey,0,0,0.00
4,England,Australia,36,Manchester,2009-08-30,1,Cameron White,,-,CL White,55,3,152.77
5,England,Australia,8,Manchester,2009-08-30,1,Adam Voges,,-,AC Voges,11,0,137.50
0,Australia,England,3,Manchester,2009-08-30,0,Ravi Bopara,,-,RS Bopara,1,0,33.33
1,Australia,England,1,Manchester,2009-08-30,0,Joe Denly,,-,JL Denly,0,0,0.00
2,Australia,England,4,Manchester,2009-08-30,0,Jonathan Trott,,-,IJL Trott,0,0,0.00
0,Sri,New,9,Colombo,2009-09-02,0,Brendon McCullum,,11,BB McCullum,9,1,100.00
1,Sri,New,14,Colombo,2009-09-02,2,Jesse Ryder,,23,JD Ryder,13,0,92.85
2,Sri,New,25,Colombo,2009-09-02,2,Martin Guptill,,38,MJ Guptill,29,1,116.00
3,Sri,New,45,Colombo,2009-09-02,5,Ross Taylor,,57,LRPL Taylor,60,1,133.33
4,Sri,New,13,Colombo,2009-09-02,0,Jacob Oram,,22,JDP Oram,8,0,61.53
5,Sri,New,5,Colombo,2009-09-02,0,Neil Broom,,21,NT Broom,5,0,100.00
6,Sri,New,1,Colombo,2009-09-02,0,Peter McGlashan,,2,PD McGlashan,1,0,100.00
7,Sri,New,5,Colombo,2009-09-02,1,Kyle Mills,,4,KD Mills,7,0,140.00
8,Sri,New,1,Colombo,2009-09-02,0,Daniel Vettori,,1,DL Vettori,0,0,0.00
9,Sri,New,2,Colombo,2009-09-02,0,Ian Butler,,3,IG Butler,0,0,0.00
