,Oppositionteam,Team,ballsFaced,city,date,fours,fullName,media,minutes,name,runs,sixes,strikeRate
1,England,New,55,Wellington,2013-02-15,2,Martin Guptill,,77,MJ Guptill,59,1,107.27
2,England,New,20,Wellington,2013-02-15,3,Brendon McCullum,,24,BB McCullum,26,0,130.00
3,England,New,4,Wellington,2013-02-15,0,Ross Taylor,,4,LRPL Taylor,6,1,150.00
4,England,New,12,Wellington,2013-02-15,0,Grant Elliott,,11,GD Elliott,15,1,125.00
5,England,New,3,Wellington,2013-02-15,0,Colin Munro,,5,C Munro,1,0,33.33
6,England,New,14,Wellington,2013-02-15,3,James Franklin,,25,JEC Franklin,15,0,107.14
7,England,New,1,Wellington,2013-02-15,0,Nathan McCullum,,3,NL McCullum,0,0,0.00
8,England,New,1,Wellington,2013-02-15,0,Ian Butler,,4,IG Butler,1,0,100.00
0,New,England,34,Wellington,2013-02-15,1,Michael Lumb,,50,MJ Lumb,53,5,155.88
1,New,England,42,Wellington,2013-02-15,9,Alex Hales,,50,AD Hales,80,4,190.47
0,West,Zimbabwe,12,North Sound,2013-03-02,3,Vusi Sibanda,,11,V Sibanda,13,0,108.33
1,West,Zimbabwe,12,North Sound,2013-03-02,0,Hamilton Masakadza,,21,H Masakadza,9,1,75.00
2,West,Zimbabwe,3,North Sound,2013-03-02,0,Brendan Taylor,,2,BRM Taylor,0,0,0.00
3,West,Zimbabwe,39,North Sound,2013-03-02,5,Craig Ervine,,46,CR Ervine,34,0,87.17
4,West,Zimbabwe,34,North Sound,2013-03-02,4,Malcolm Waller,,50,MN Waller,49,2,144.11
5,West,Zimbabwe,9,North Sound,2013-03-02,1,Chamu Chibhabha,,13,CJ Chibhabha,8,0,88.88
6,West,Zimbabwe,3,North Sound,2013-03-02,0,Tinotenda Mutombodzi,,7,CT Mutombodzi,2,0,66.66
7,West,Zimbabwe,5,North Sound,2013-03-02,0,Prosper Utseya,,8,P Utseya,2,0,40.00
8,West,Zimbabwe,3,North Sound,2013-03-02,1,Natsai M'shangwe,,4,N M'shangwe,5,0,166.66
9,West,Zimbabwe,0,North Sound,2013-03-02,0,Kyle Jarvis,,2,KM Jarvis,0,0,-
0,Zimbabwe,West,14,North Sound,2013-03-02,6,Johnson Charles,,15,J Charles,26,0,185.71
1,Zimbabwe,West,49,North Sound,2013-03-02,1,Lendl Simmons,,67,LMP Simmons,63,6,128.57
2,Zimbabwe,West,4,North Sound,2013-03-02,0,Darren Bravo,,9,DM Bravo,0,0,0.00
3,Zimbabwe,West,30,North Sound,2013-03-02,3,Dwayne Bravo,,42,DJ Bravo,38,1,126.66
0,Scotland,Afghanistan,5,Sharjah,2013-03-03,1,Karim Sadiq,,-,Karim Sadiq,4,0,80.00
1,Scotland,Afghanistan,2,Sharjah,2013-03-03,0,Nawroz Mangal,,-,Nawroz Mangal,0,0,0.00
2,Scotland,Afghanistan,46,Sharjah,2013-03-03,6,Mohammad Shahzad,,-,Mohammad Shahzad,55,1,119.56
3,Scotland,Afghanistan,37,Sharjah,2013-03-03,2,Asghar Afghan,,-,Asghar Afghan,30,1,81.08
4,Scotland,Afghanistan,10,Sharjah,2013-03-03,1,Gulbadin Naib,,-,Gulbadin Naib,15,1,150.00
5,Scotland,Afghanistan,7,Sharjah,2013-03-03,1,Mohammad Nabi,,-,Mohammad Nabi,7,0,100.00
6,Scotland,Afghanistan,5,Sharjah,2013-03-03,1,Samiullah Shinwari,,-,Samiullah Shinwari,8,0,160.00
7,Scotland,Afghanistan,5,Sharjah,2013-03-03,0,Mirwais Ashraf,,-,Mirwais Ashraf,4,0,80.00
8,Scotland,Afghanistan,3,Sharjah,2013-03-03,0,Hamid Hassan,,-,Hamid Hassan,6,0,200.00
0,Afghanistan,Scotland,20,Sharjah,2013-03-03,2,Richie Berrington,,-,RD Berrington,15,0,75.00
1,Afghanistan,Scotland,1,Sharjah,2013-03-03,0,Calum MacLeod,,-,CS MacLeod,1,0,100.00
2,Afghanistan,Scotland,6,Sharjah,2013-03-03,0,Neil Carter,,-,NM Carter,3,0,50.00
3,Afghanistan,Scotland,22,Sharjah,2013-03-03,2,Kyle Coetzer,,-,KJ Coetzer,16,0,72.72
4,Afghanistan,Scotland,38,Sharjah,2013-03-03,6,Matt Machan,,-,MW Machan,42,0,110.52
5,Afghanistan,Scotland,21,Sharjah,2013-03-03,0,Preston Mommsen,,-,PL Mommsen,13,0,61.90
6,Afghanistan,Scotland,7,Sharjah,2013-03-03,0,Moneeb Iqbal,,-,MM Iqbal,3,0,42.85
7,Afghanistan,Scotland,5,Sharjah,2013-03-03,0,David Murphy,,-,D Murphy,6,0,120.00
0,South,Pakistan,13,Centurion,2013-03-03,2,Nasir Jamshed,,14,Nasir Jamshed,13,0,100.00
1,South,Pakistan,25,Centurion,2013-03-03,6,Ahmed Shehzad,,51,Ahmed Shehzad,46,2,184.00
2,South,Pakistan,51,Centurion,2013-03-03,9,Mohammad Hafeez,,65,Mohammad Hafeez,86,4,168.62
3,South,Pakistan,6,Centurion,2013-03-03,1,Umar Akmal,,17,Umar Akmal,11,0,183.33
4,South,Pakistan,5,Centurion,2013-03-03,1,Shoaib Malik,,15,Shoaib Malik,7,0,140.00
5,South,Pakistan,13,Centurion,2013-03-03,3,Shahid Afridi,,16,Shahid Afridi,19,0,146.15
6,South,Pakistan,3,Centurion,2013-03-03,0,Kamran Akmal,,4,Kamran Akmal,1,0,33.33
7,South,Pakistan,4,Centurion,2013-03-03,0,Umar Gul,,7,Umar Gul,1,0,25.00
8,South,Pakistan,0,Centurion,2013-03-03,0,Saeed Ajmal,,2,Saeed Ajmal,0,0,-
0,Pakistan,South,22,Centurion,2013-03-03,4,AB de Villiers,,30,AB de Villiers,36,2,163.63
1,Pakistan,South,6,Centurion,2013-03-03,1,Henry Davids,,10,H Davids,7,0,116.66
2,Pakistan,South,4,Centurion,2013-03-03,0,Faf du Plessis,,12,F du Plessis,6,0,150.00
3,Pakistan,South,1,Centurion,2013-03-03,0,Chris Morris,,1,CH Morris,0,0,0.00
4,Pakistan,South,1,Centurion,2013-03-03,0,Justin Ontong,,2,JL Ontong,0,0,0.00
5,Pakistan,South,1,Centurion,2013-03-03,0,Farhaan Behardien,,6,F Behardien,0,0,0.00
6,Pakistan,South,15,Centurion,2013-03-03,0,David Miller,,17,DA Miller,9,0,60.00
7,Pakistan,South,14,Centurion,2013-03-03,1,Robin Peterson,,23,RJ Peterson,13,0,92.85
8,Pakistan,South,7,Centurion,2013-03-03,1,Rory Kleinveldt,,8,RK Kleinveldt,22,3,314.28
9,Pakistan,South,2,Centurion,2013-03-03,0,Kyle Abbott,,5,KJ Abbott,2,0,100.00
10,Pakistan,South,1,Centurion,2013-03-03,0,Lonwabo Tsotsobe,,4,LL Tsotsobe,0,0,0.00
0,Zimbabwe,West,39,North Sound,2013-03-03,1,Lendl Simmons,,52,LMP Simmons,41,2,105.12
1,Zimbabwe,West,8,North Sound,2013-03-03,2,Johnson Charles,,14,J Charles,10,0,125.00
2,Zimbabwe,West,25,North Sound,2013-03-03,1,Dwayne Bravo,,22,DJ Bravo,24,1,96.00
3,Zimbabwe,West,10,North Sound,2013-03-03,0,Chris Barnwell,,9,CD Barnwell,7,0,70.00
4,Zimbabwe,West,24,North Sound,2013-03-03,3,Kieron Pollard,,39,KA Pollard,45,3,187.50
5,Zimbabwe,West,12,North Sound,2013-03-03,2,Daren Sammy,,22,DJG Sammy,19,1,158.33
6,Zimbabwe,West,1,North Sound,2013-03-03,0,Andre Russell,,2,AD Russell,0,0,0.00
7,Zimbabwe,West,1,North Sound,2013-03-03,0,Denesh Ramdin,,3,D Ramdin,0,0,0.00
8,Zimbabwe,West,1,North Sound,2013-03-03,0,Sunil Narine,,4,SP Narine,1,0,100.00
0,West,Zimbabwe,15,North Sound,2013-03-03,2,Chamu Chibhabha,,13,CJ Chibhabha,13,0,86.66
1,West,Zimbabwe,8,North Sound,2013-03-03,0,Vusi Sibanda,,22,V Sibanda,5,0,62.50
2,West,Zimbabwe,51,North Sound,2013-03-03,6,Hamilton Masakadza,,66,H Masakadza,53,0,103.92
3,West,Zimbabwe,5,North Sound,2013-03-03,0,Brendan Taylor,,7,BRM Taylor,4,0,80.00
4,West,Zimbabwe,16,North Sound,2013-03-03,1,Craig Ervine,,20,CR Ervine,15,0,93.75
5,West,Zimbabwe,10,North Sound,2013-03-03,0,Malcolm Waller,,14,MN Waller,7,0,70.00
6,West,Zimbabwe,3,North Sound,2013-03-03,0,Tinotenda Mutombodzi,,4,CT Mutombodzi,1,0,33.33
7,West,Zimbabwe,12,North Sound,2013-03-03,2,Prosper Utseya,,11,P Utseya,11,0,91.66
0,Afghanistan,Scotland,3,Sharjah,2013-03-04,0,Richie Berrington,,-,RD Berrington,0,0,0.00
1,Afghanistan,Scotland,37,Sharjah,2013-03-04,2,Calum MacLeod,,-,CS MacLeod,31,0,83.78
2,Afghanistan,Scotland,12,Sharjah,2013-03-04,1,Kyle Coetzer,,-,KJ Coetzer,9,0,75.00
3,Afghanistan,Scotland,28,Sharjah,2013-03-04,3,Matt Machan,,-,MW Machan,39,1,139.28
4,Afghanistan,Scotland,9,Sharjah,2013-03-04,0,Preston Mommsen,,-,PL Mommsen,8,0,88.88
5,Afghanistan,Scotland,25,Sharjah,2013-03-04,4,Moneeb Iqbal,,-,MM Iqbal,31,0,124.00
6,Afghanistan,Scotland,5,Sharjah,2013-03-04,0,David Murphy,,-,D Murphy,4,0,80.00
7,Afghanistan,Scotland,1,Sharjah,2013-03-04,0,Majid Haq,,-,RM Haq,0,0,0.00
0,Scotland,Afghanistan,29,Sharjah,2013-03-04,4,Karim Sadiq,,-,Karim Sadiq,34,1,117.24
1,Scotland,Afghanistan,16,Sharjah,2013-03-04,3,Nawroz Mangal,,-,Nawroz Mangal,20,0,125.00
2,Scotland,Afghanistan,25,Sharjah,2013-03-04,3,Mohammad Shahzad,,-,Mohammad Shahzad,46,2,184.00
3,Scotland,Afghanistan,27,Sharjah,2013-03-04,2,Samiullah Shinwari,,-,Samiullah Shinwari,25,0,92.59
4,Scotland,Afghanistan,8,Sharjah,2013-03-04,0,Mirwais Ashraf,,-,Mirwais Ashraf,4,0,50.00
0,Canada,Kenya,15,Dubai,2013-03-15,3,Alex Obanda,,-,AA Obanda,22,1,146.66
1,Canada,Kenya,10,Dubai,2013-03-15,0,Duncan Allan,,-,DI Allan,3,0,30.00
2,Canada,Kenya,7,Dubai,2013-03-15,1,Morris Ouma,,-,MA Ouma,6,0,85.71
3,Canada,Kenya,1,Dubai,2013-03-15,0,Collins Obuya,,-,CO Obuya,0,0,0.00
4,Canada,Kenya,4,Dubai,2013-03-15,0,Tanmay Mishra,,-,T Mishra,2,0,50.00
5,Canada,Kenya,35,Dubai,2013-03-15,2,Rakep Patel,,-,RR Patel,48,2,137.14
6,Canada,Kenya,6,Dubai,2013-03-15,1,Ragheb Aga,,-,RG Aga,6,0,100.00
7,Canada,Kenya,29,Dubai,2013-03-15,2,Nelson Odhiambo,,-,NM Odhiambo,26,1,89.65
8,Canada,Kenya,7,Dubai,2013-03-15,0,Shem Ngoche,,-,SO Ngoche,2,0,28.57
9,Canada,Kenya,6,Dubai,2013-03-15,0,Elijah Otieno,,-,E Otieno,4,0,66.66
10,Canada,Kenya,0,Dubai,2013-03-15,0,Hiren Varaiya,,-,HA Varaiya,0,0,-
0,Kenya,Canada,40,Dubai,2013-03-15,5,Hiral Patel,,-,H Patel,40,0,100.00
1,Kenya,Canada,8,Dubai,2013-03-15,1,Rizwan Cheema,,-,Rizwan Cheema,5,0,62.50
2,Kenya,Canada,17,Dubai,2013-03-15,3,Ruvindu Gunasekera,,-,R Gunasekera,18,0,105.88
3,Kenya,Canada,12,Dubai,2013-03-15,3,Nitish Kumar,,-,NR Kumar,19,0,158.33
4,Kenya,Canada,13,Dubai,2013-03-15,1,Raza-ur-Rehman,,-,Raza-ur-Rehman,9,0,69.23
5,Kenya,Canada,11,Dubai,2013-03-15,2,Jimmy Hansra,,-,AS Hansra,12,0,109.09
6,Kenya,Canada,10,Dubai,2013-03-15,2,Usman Limbada,,-,Usman Limbada,16,0,160.00
0,Canada,Kenya,14,Dubai,2013-03-16,2,Alex Obanda,,-,AA Obanda,12,0,85.71
1,Canada,Kenya,17,Dubai,2013-03-16,2,Irfan Karim,,-,IA Karim,15,0,88.23
2,Canada,Kenya,13,Dubai,2013-03-16,2,Morris Ouma,,-,MA Ouma,13,0,100.00
3,Canada,Kenya,17,Dubai,2013-03-16,0,Collins Obuya,,-,CO Obuya,11,0,64.70
4,Canada,Kenya,15,Dubai,2013-03-16,1,Tanmay Mishra,,-,T Mishra,19,0,126.66
5,Canada,Kenya,17,Dubai,2013-03-16,2,Rakep Patel,,-,RR Patel,23,1,135.29
6,Canada,Kenya,23,Dubai,2013-03-16,2,Ragheb Aga,,-,RG Aga,31,1,134.78
7,Canada,Kenya,4,Dubai,2013-03-16,0,Nehemiah Odhiambo,,-,NN Odhiambo,1,0,25.00
0,Kenya,Canada,8,Dubai,2013-03-16,2,Rizwan Cheema,,-,Rizwan Cheema,9,0,112.50
1,Kenya,Canada,24,Dubai,2013-03-16,2,Hiral Patel,,-,H Patel,24,0,100.00
2,Kenya,Canada,36,Dubai,2013-03-16,5,Ruvindu Gunasekera,,-,R Gunasekera,38,0,105.55
3,Kenya,Canada,10,Dubai,2013-03-16,0,Nitish Kumar,,-,NR Kumar,5,0,50.00
4,Kenya,Canada,6,Dubai,2013-03-16,0,Raza-ur-Rehman,,-,Raza-ur-Rehman,5,0,83.33
5,Kenya,Canada,2,Dubai,2013-03-16,0,Jimmy Hansra,,-,AS Hansra,1,0,50.00
6,Kenya,Canada,12,Dubai,2013-03-16,3,Usman Limbada,,-,Usman Limbada,21,0,175.00
7,Kenya,Canada,7,Dubai,2013-03-16,0,Hamza Tariq,,-,Hamza Tariq,4,0,57.14
8,Kenya,Canada,0,Dubai,2013-03-16,0,Junaid Siddiqui,,-,Junaid Siddiqui,0,0,-
9,Kenya,Canada,6,Dubai,2013-03-16,0,Henry Osinde,,-,H Osinde,4,0,66.66
10,Kenya,Canada,2,Dubai,2013-03-16,0,Manny Aulakh,,-,MS Aulakh,0,0,0.00
0,Bangladesh,Sri,44,Kandy,2013-03-31,5,Kusal Perera,,53,MDKJ Perera,64,4,145.45
1,Bangladesh,Sri,5,Kandy,2013-03-31,1,Dilshan Munaweera,,13,EMDY Munaweera,5,0,100.00
2,Bangladesh,Sri,13,Kandy,2013-03-31,0,Dinesh Chandimal,,26,LD Chandimal,9,0,69.23
3,Bangladesh,Sri,7,Kandy,2013-03-31,0,Lahiru Thirimanne,,6,HDRL Thirimanne,5,0,71.42
4,Bangladesh,Sri,27,Kandy,2013-03-31,1,Angelo Mathews,,45,AD Mathews,30,0,111.11
5,Bangladesh,Sri,17,Kandy,2013-03-31,2,Jeevan Mendis,,27,BMAJ Mendis,37,3,217.64
6,Bangladesh,Sri,7,Kandy,2013-03-31,2,Thisara Perera,,10,NLTC Perera,22,2,314.28
0,Sri,Bangladesh,27,Kandy,2013-03-31,4,Mohammad Ashraful,,40,Mohammad Ashraful,43,2,159.25
1,Sri,Bangladesh,1,Kandy,2013-03-31,0,Shamsur Rahman,,3,Shamsur Rahman,0,0,0.00
2,Sri,Bangladesh,9,Kandy,2013-03-31,2,Jahurul Islam,,10,Jahurul Islam,11,0,122.22
3,Sri,Bangladesh,29,Kandy,2013-03-31,3,Mushfiqur Rahim,,62,Mushfiqur Rahim,39,1,134.48
4,Sri,Bangladesh,5,Kandy,2013-03-31,1,Nasir Hossain,,8,Nasir Hossain,8,0,160.00
5,Sri,Bangladesh,18,Kandy,2013-03-31,3,Mahmudullah,,27,Mahmudullah,31,1,172.22
6,Sri,Bangladesh,16,Kandy,2013-03-31,2,Mominul Haque,,27,Mominul Haque,26,1,162.50
7,Sri,Bangladesh,7,Kandy,2013-03-31,1,Sohag Gazi,,12,Sohag Gazi,9,0,128.57
8,Sri,Bangladesh,8,Kandy,2013-03-31,0,Abdur Razzak,,12,Abdur Razzak,6,0,75.00
0,Kenya,Netherlands,32,Windhoek,2013-04-19,4,Stephan Myburgh,,-,SJ Myburgh,41,1,128.12
1,Kenya,Netherlands,55,Windhoek,2013-04-19,6,Michael Swart,,-,MR Swart,89,5,161.81
2,Kenya,Netherlands,13,Windhoek,2013-04-19,3,Tom Cooper,,-,TLW Cooper,25,1,192.30
3,Kenya,Netherlands,6,Windhoek,2013-04-19,0,Mudassar Bukhari,,-,Mudassar Bukhari,4,0,66.66
4,Kenya,Netherlands,1,Windhoek,2013-04-19,0,Tom de Grooth,,-,TN de Grooth,1,0,100.00
5,Kenya,Netherlands,6,Windhoek,2013-04-19,0,Wesley Barresi,,-,W Barresi,3,0,50.00
6,Kenya,Netherlands,7,Windhoek,2013-04-19,0,Daan van Bunge,,-,DLS van Bunge,4,0,57.14
0,Netherlands,Kenya,40,Windhoek,2013-04-19,7,Alex Obanda,,-,AA Obanda,47,1,117.50
1,Netherlands,Kenya,3,Windhoek,2013-04-19,0,Tanmay Mishra,,-,T Mishra,1,0,33.33
2,Netherlands,Kenya,9,Windhoek,2013-04-19,0,Morris Ouma,,-,MA Ouma,3,0,33.33
3,Netherlands,Kenya,37,Windhoek,2013-04-19,7,Collins Obuya,,-,CO Obuya,75,4,202.70
4,Netherlands,Kenya,22,Windhoek,2013-04-19,1,Rakep Patel,,-,RR Patel,36,3,163.63
5,Netherlands,Kenya,2,Windhoek,2013-04-19,0,Ragheb Aga,,-,RG Aga,2,0,100.00
6,Netherlands,Kenya,1,Windhoek,2013-04-19,0,Nehemiah Odhiambo,,-,NN Odhiambo,3,0,300.00
0,Kenya,Netherlands,1,Windhoek,2013-04-20,0,Wesley Barresi,,-,W Barresi,0,0,0.00
1,Kenya,Netherlands,13,Windhoek,2013-04-20,3,Michael Swart,,-,MR Swart,27,2,207.69
2,Kenya,Netherlands,7,Windhoek,2013-04-20,2,Tom Cooper,,-,TLW Cooper,10,0,142.85
3,Kenya,Netherlands,12,Windhoek,2013-04-20,0,Daan van Bunge,,-,DLS van Bunge,19,2,158.33
4,Kenya,Netherlands,12,Windhoek,2013-04-20,0,Tim Gruijters,,-,TGJ Gruijters,5,0,41.66
5,Kenya,Netherlands,24,Windhoek,2013-04-20,2,Tom de Grooth,,-,TN de Grooth,19,0,79.16
6,Kenya,Netherlands,15,Windhoek,2013-04-20,0,Michael Rippon,,-,MJG Rippon,17,1,113.33
7,Kenya,Netherlands,7,Windhoek,2013-04-20,0,Mudassar Bukhari,,-,Mudassar Bukhari,3,0,42.85
8,Kenya,Netherlands,10,Windhoek,2013-04-20,0,Pieter Seelaar,,-,PM Seelaar,2,0,20.00
9,Kenya,Netherlands,6,Windhoek,2013-04-20,0,Paul van Meekeren,,-,PA van Meekeren,3,0,50.00
10,Kenya,Netherlands,5,Windhoek,2013-04-20,0,Ahsan Malik,,-,Ahsan Malik,3,0,60.00
0,Netherlands,Kenya,19,Windhoek,2013-04-20,4,Alex Obanda,,-,AA Obanda,28,1,147.36
1,Netherlands,Kenya,5,Windhoek,2013-04-20,1,Tanmay Mishra,,-,T Mishra,5,0,100.00
2,Netherlands,Kenya,12,Windhoek,2013-04-20,2,Morris Ouma,,-,MA Ouma,11,0,91.66
3,Netherlands,Kenya,19,Windhoek,2013-04-20,2,Collins Obuya,,-,CO Obuya,19,0,100.00
4,Netherlands,Kenya,20,Windhoek,2013-04-20,2,Rakep Patel,,-,RR Patel,46,5,230.00
0,Bangladesh,Zimbabwe,48,Bulawayo,2013-05-11,4,Hamilton Masakadza,,69,H Masakadza,59,1,122.91
1,Bangladesh,Zimbabwe,2,Bulawayo,2013-05-11,0,Vusi Sibanda,,1,V Sibanda,0,0,0.00
2,Bangladesh,Zimbabwe,25,Bulawayo,2013-05-11,6,Brendan Taylor,,30,BRM Taylor,40,1,160.00
3,Bangladesh,Zimbabwe,8,Bulawayo,2013-05-11,0,Sean Williams,,11,SC Williams,6,0,75.00
4,Bangladesh,Zimbabwe,14,Bulawayo,2013-05-11,1,Sikandar Raza,,13,Sikandar Raza,14,0,100.00
5,Bangladesh,Zimbabwe,14,Bulawayo,2013-05-11,3,Malcolm Waller,,21,MN Waller,26,1,185.71
6,Bangladesh,Zimbabwe,9,Bulawayo,2013-05-11,1,Tinotenda Mutombodzi,,10,CT Mutombodzi,12,0,133.33
0,Zimbabwe,Bangladesh,2,Bulawayo,2013-05-11,0,Tamim Iqbal,,1,Tamim Iqbal,2,0,100.00
1,Zimbabwe,Bangladesh,48,Bulawayo,2013-05-11,7,Shamsur Rahman,,61,Shamsur Rahman,53,1,110.41
2,Zimbabwe,Bangladesh,40,Bulawayo,2013-05-11,8,Shakib Al Hasan,,56,Shakib Al Hasan,65,2,162.50
3,Zimbabwe,Bangladesh,14,Bulawayo,2013-05-11,1,Mushfiqur Rahim,,32,Mushfiqur Rahim,28,2,200.00
4,Zimbabwe,Bangladesh,0,Bulawayo,2013-05-11,0,Nasir Hossain,,2,Nasir Hossain,0,0,-
5,Zimbabwe,Bangladesh,2,Bulawayo,2013-05-11,0,Mahmudullah,,5,Mahmudullah,2,0,100.00
6,Zimbabwe,Bangladesh,7,Bulawayo,2013-05-11,0,Ziaur Rahman,,8,Ziaur Rahman,2,0,28.57
7,Zimbabwe,Bangladesh,4,Bulawayo,2013-05-11,0,Sohag Gazi,,17,Sohag Gazi,2,0,50.00
8,Zimbabwe,Bangladesh,4,Bulawayo,2013-05-11,0,Abdur Razzak,,4,Abdur Razzak,2,0,50.00
0,Zimbabwe,Bangladesh,30,Bulawayo,2013-05-12,6,Tamim Iqbal,,45,Tamim Iqbal,43,1,143.33
1,Zimbabwe,Bangladesh,3,Bulawayo,2013-05-12,0,Shamsur Rahman,,3,Shamsur Rahman,2,0,66.66
2,Zimbabwe,Bangladesh,28,Bulawayo,2013-05-12,6,Shakib Al Hasan,,33,Shakib Al Hasan,40,1,142.85
3,Zimbabwe,Bangladesh,12,Bulawayo,2013-05-12,2,Mushfiqur Rahim,,15,Mushfiqur Rahim,17,0,141.66
4,Zimbabwe,Bangladesh,23,Bulawayo,2013-05-12,3,Nasir Hossain,,32,Nasir Hossain,27,0,117.39
5,Zimbabwe,Bangladesh,4,Bulawayo,2013-05-12,0,Mahmudullah,,6,Mahmudullah,1,0,25.00
6,Zimbabwe,Bangladesh,9,Bulawayo,2013-05-12,1,Mominul Haque,,16,Mominul Haque,9,0,100.00
7,Zimbabwe,Bangladesh,7,Bulawayo,2013-05-12,1,Sohag Gazi,,10,Sohag Gazi,8,0,114.28
8,Zimbabwe,Bangladesh,6,Bulawayo,2013-05-12,0,Abdur Razzak,,9,Abdur Razzak,6,0,100.00
0,Bangladesh,Zimbabwe,5,Bulawayo,2013-05-12,0,Hamilton Masakadza,,4,H Masakadza,2,0,40.00
1,Bangladesh,Zimbabwe,19,Bulawayo,2013-05-12,3,Vusi Sibanda,,25,V Sibanda,32,1,168.42
2,Bangladesh,Zimbabwe,10,Bulawayo,2013-05-12,3,Brendan Taylor,,12,BRM Taylor,15,0,150.00
3,Bangladesh,Zimbabwe,19,Bulawayo,2013-05-12,2,Sean Williams,,24,SC Williams,16,0,84.21
4,Bangladesh,Zimbabwe,30,Bulawayo,2013-05-12,0,Sikandar Raza,,38,Sikandar Raza,31,2,103.33
5,Bangladesh,Zimbabwe,10,Bulawayo,2013-05-12,1,Malcolm Waller,,9,MN Waller,10,0,100.00
6,Bangladesh,Zimbabwe,12,Bulawayo,2013-05-12,0,Shingi Masakadza,,17,SW Masakadza,9,0,75.00
7,Bangladesh,Zimbabwe,8,Bulawayo,2013-05-12,0,Prosper Utseya,,12,P Utseya,6,0,75.00
8,Bangladesh,Zimbabwe,1,Bulawayo,2013-05-12,0,Natsai M'shangwe,,1,N M'shangwe,0,0,0.00
9,Bangladesh,Zimbabwe,3,Bulawayo,2013-05-12,0,Tinashe Panyangara,,6,T Panyangara,1,0,33.33
10,Bangladesh,Zimbabwe,3,Bulawayo,2013-05-12,0,Brian Vitori,,3,BV Vitori,1,0,33.33
0,England,New,35,London,2013-06-25,6,Hamish Rutherford,,54,HD Rutherford,62,4,177.14
1,England,New,1,London,2013-06-25,0,James Franklin,,2,JEC Franklin,0,0,0.00
2,England,New,48,London,2013-06-25,7,Brendon McCullum,,71,BB McCullum,68,2,141.66
3,England,New,19,London,2013-06-25,2,Ross Taylor,,40,LRPL Taylor,32,1,168.42
4,England,New,17,London,2013-06-25,1,Tom Latham,,19,TWM Latham,22,1,129.41
5,England,New,0,London,2013-06-25,0,Colin Munro,,2,C Munro,0,0,-
0,New,England,15,London,2013-06-25,3,Michael Lumb,,17,MJ Lumb,29,2,193.33
1,New,England,29,London,2013-06-25,5,Alex Hales,,43,AD Hales,39,1,134.48
2,New,England,34,London,2013-06-25,6,Luke Wright,,53,LJ Wright,52,1,152.94
3,New,England,10,London,2013-06-25,0,Eoin Morgan,,17,EJG Morgan,7,0,70.00
4,New,England,18,London,2013-06-25,2,Ravi Bopara,,39,RS Bopara,30,1,166.66
5,New,England,10,London,2013-06-25,1,Jos Buttler,,20,JC Buttler,17,1,170.00
6,New,England,5,London,2013-06-25,0,Ben Stokes,,10,BA Stokes,9,1,180.00
0,Pakistan,West,2,Kingstown,2013-07-27,0,Johnson Charles,,1,J Charles,1,0,50.00
1,Pakistan,West,6,Kingstown,2013-07-27,1,Chris Gayle,,10,CH Gayle,5,0,83.33
2,Pakistan,West,22,Kingstown,2013-07-27,4,Marlon Samuels,,23,MN Samuels,25,1,113.63
3,Pakistan,West,5,Kingstown,2013-07-27,0,Lendl Simmons,,8,LMP Simmons,6,1,120.00
4,Pakistan,West,35,Kingstown,2013-07-27,2,Dwayne Bravo,,40,DJ Bravo,25,0,71.42
5,Pakistan,West,36,Kingstown,2013-07-27,4,Kieron Pollard,,53,KA Pollard,49,2,136.11
6,Pakistan,West,14,Kingstown,2013-07-27,2,Daren Sammy,,17,DJG Sammy,30,3,214.28
7,Pakistan,West,0,Kingstown,2013-07-27,0,Sunil Narine,,2,SP Narine,0,0,-
0,West,Pakistan,4,Kingstown,2013-07-27,0,Nasir Jamshed,,4,Nasir Jamshed,6,1,150.00
1,West,Pakistan,6,Kingstown,2013-07-27,0,Ahmed Shehzad,,9,Ahmed Shehzad,3,0,50.00
2,West,Pakistan,7,Kingstown,2013-07-27,3,Mohammad Hafeez,,19,Mohammad Hafeez,13,0,185.71
3,West,Pakistan,34,Kingstown,2013-07-27,9,Umar Amin,,41,Umar Amin,47,0,138.23
4,West,Pakistan,9,Kingstown,2013-07-27,1,Umar Akmal,,13,Umar Akmal,9,0,100.00
5,West,Pakistan,15,Kingstown,2013-07-27,0,Hammad Azam,,27,Hammad Azam,10,0,66.66
6,West,Pakistan,27,Kingstown,2013-07-27,4,Shahid Afridi,,36,Shahid Afridi,46,2,170.37
7,West,Pakistan,17,Kingstown,2013-07-27,1,Zulfiqar Babar,,27,Zulfiqar Babar,13,1,76.47
8,West,Pakistan,1,Kingstown,2013-07-27,0,Saeed Ajmal,,7,Saeed Ajmal,0,0,0.00
9,West,Pakistan,0,Kingstown,2013-07-27,0,Junaid Khan,,2,Junaid Khan,0,0,-
0,West,Pakistan,46,Kingstown,2013-07-28,4,Ahmed Shehzad,,53,Ahmed Shehzad,44,2,95.65
1,West,Pakistan,7,Kingstown,2013-07-28,1,Mohammad Hafeez,,13,Mohammad Hafeez,10,0,142.85
2,West,Pakistan,6,Kingstown,2013-07-28,1,Umar Amin,,9,Umar Amin,7,0,116.66
3,West,Pakistan,4,Kingstown,2013-07-28,0,Haris Sohail,,6,Haris Sohail,1,0,25.00
4,West,Pakistan,36,Kingstown,2013-07-28,3,Umar Akmal,,56,Umar Akmal,46,1,127.77
